Drugname,Price,Search Query,Date,Price_prev,Price Changed,Form,Company,Region,Category
DABDIVERA HAIR SPRAY120ML,1,DA,2024-10-07 16:12:05,1.0,True,Ointment,PharmaCorp,Middle East,Painkiller
DABER AMLA CREAM,1,DA,2024-10-07 16:12:05,1.0,True,Tablet,CureWell,Europe,Antifungal
DABER KIDS LARGE,1,DA,2024-10-07 16:12:05,1.0,True,Capsule,CureWell,Middle East,Antibiotic
DABERAMLA,1,DA,2024-10-07 16:12:05,1.0,True,Syrup,PharmaCorp,Africa,Antibiotic
DABOCASE CAPS,2,DA,2024-10-07 16:12:05,2.0,True,Tablet,PharmaCorp,Africa,Painkiller
DABOCASE CAPS,2,DA,2024-10-07 16:12:05,1.0,True,Ointment,MediHealth,Europe,Antifungal
DABOCASE CAPS,2,DA,2024-10-07 16:12:05,1.0,True,Ointment,MediHealth,Europe,Antibiotic
DABOCASE TABS,2,DA,2024-10-07 16:12:05,2.0,True,Tablet,MedGen,Africa,Antifungal
DABOCASE CAPS,1,DA,2024-10-07 16:12:05,2.0,True,Capsule,PharmaCorp,Middle East,Vitamin
DABOCASE CAPS,1,DA,2024-10-07 16:12:05,1.0,True,Capsule,MediHealth,Africa,Vitamin
DABOCASE CAPS,1,DA,2024-10-07 16:12:05,1.0,True,Ointment,CureWell,Middle East,Vitamin
DABOCASE 20 CAPS,1,DA,2024-10-07 16:12:05,1.0,True,Ointment,PharmaCorp,Middle East,Antiviral
DABOCASE 20 CAPS,1,DA,2024-10-07 16:12:05,1.0,True,Syrup,BioTech,Middle East,Antiviral
DABOCASE 20 CAPS,1,DA,2024-10-07 16:12:05,1.0,True,Syrup,MediHealth,Europe,Painkiller
DABOCASE 20 CAPS,1,DA,2024-10-07 16:12:05,1.0,True,Tablet,BioTech,Europe,Antiviral
DABOCASE 20 CAPS,1,DA,2024-10-07 16:12:05,1.0,True,Ointment,MediHealth,Europe,Antibiotic
DABOCASE 20 CAPS,1,DA,2024-10-07 16:12:05,1.0,True,Injection,MedGen,Africa,Painkiller
DABOCASE 20 CAPS.,1,DA,2024-10-07 16:12:05,13.0,True,Injection,MedGen,Middle East,Painkiller
DABOCASE 20 CAPS.,1,DA,2024-10-07 16:12:05,1.0,True,Injection,MediHealth,Asia,Antifungal
DABOCASE 20 CAPS.,13,DA,2024-10-07 16:12:05,13.0,True,Tablet,MedGen,Africa,Antiviral
DABOCASE 20 CAPS.,13,DA,2024-10-07 16:12:05,1.0,True,Syrup,CureWell,Middle East,Antiviral
DABOCASE 20CAB,1,DA,2024-10-07 16:12:05,1.0,True,Syrup,BioTech,Asia,Antibiotic
DABOCASE 20CAP,1,DA,2024-10-07 16:12:05,1.0,True,Capsule,PharmaCorp,Africa,Vitamin
DABOCASE 20CAPS,2,DA,2024-10-07 16:12:06,2.0,True,Capsule,MedGen,Europe,Antibiotic
DABOCASE CAP,1,DA,2024-10-07 16:12:06,1.0,True,Syrup,BioTech,North America,Vitamin
DABOCASE CAPS,1,DA,2024-10-07 16:12:06,2.0,True,Ointment,PharmaCorp,Africa,Antifungal
DABOCASE CAPS,1,DA,2024-10-07 16:12:06,1.0,True,Tablet,MedGen,Africa,Antibiotic
DABOCASE CAPS,1,DA,2024-10-07 16:12:06,1.0,True,Syrup,MediHealth,Europe,Antifungal
DABR MISWAK 120,1,DA,2024-10-07 16:12:06,1.0,True,Tablet,PharmaCorp,Europe,Antifungal
DABR RED,1,DA,2024-10-07 16:12:06,1.0,True,Capsule,PharmaCorp,Middle East,Vitamin
DABUR 100ML,1,DA,2024-10-07 16:12:06,1.0,True,Ointment,CureWell,Europe,Antibiotic
DABUR AML SERUM,1,DA,2024-10-07 16:12:06,1.0,True,Injection,MediHealth,Asia,Painkiller
DABUR AMLA,1,DA,2024-10-07 16:12:06,1.0,True,Capsule,PharmaCorp,Europe,Antiviral
DABUR AMLA HAIR OIL 50ML,1,DA,2024-10-07 16:12:06,1.0,True,Syrup,CureWell,Middle East,Antiviral
DABUR AMLA 190ML,1,DA,2024-10-07 16:12:06,1.0,True,Injection,BioTech,Middle East,Antiviral
DABUR AMLA 200 ML,1,DA,2024-10-07 16:12:06,1.0,True,Capsule,MedGen,Africa,Antiviral
DABUR AMLA 400 ML,1,DA,2024-10-07 16:12:06,1.0,True,Capsule,MedGen,North America,Antiviral
DABUR AMLA 45ML,1,DA,2024-10-07 16:12:06,1.0,True,Ointment,CureWell,North America,Vitamin
DABUR AMLA ADVANCED 180 ML OIL,1,DA,2024-10-07 16:12:06,1.0,True,Injection,MedGen,Middle East,Antifungal
DABUR AMLA ADVANCED 180ML,1,DA,2024-10-07 16:12:06,1.0,True,Syrup,MedGen,North America,Antibiotic
DABUR AMLA ADVANCED 200ML,1,DA,2024-10-07 16:12:06,1.0,True,Tablet,MedGen,Middle East,Painkiller
DABUR AMLA ADVANCED 270 ML OIL,2,DA,2024-10-07 16:12:06,2.0,True,Ointment,MedGen,Middle East,Painkiller
DABUR AMLA ADVANCED HAIR OIL LOTION,1,DA,2024-10-07 16:12:06,1.0,True,Capsule,MedGen,Middle East,Vitamin
DABUR AMLA ADVANCED HAIR OIL 180 ML,1,DA,2024-10-07 16:12:06,1.0,True,Injection,MedGen,Asia,Painkiller
DABUR AMLA ADVANCED OIL 270ML,1,DA,2024-10-07 16:12:06,,True,Ointment,MedGen,Europe,Vitamin
DABUR AMLA ADVANE OIL 200ML,1,DA,2024-10-07 16:12:06,,True,Syrup,MediHealth,Africa,Vitamin
DABUR AMLA CREAM PROTEIN 125 ML,1,DA,2024-10-07 16:12:06,1.0,True,Capsule,CureWell,North America,Antifungal
DABUR AMLA CREAM SNAKE OIL 125 ML,1,DA,2024-10-07 16:12:06,1.0,True,Injection,PharmaCorp,Asia,Antiviral
DABUR AMLA H/CR 125ML,1,DA,2024-10-07 16:12:06,1.0,True,Capsule,CureWell,Middle East,Antibiotic
DABUR AMLA HAIR OIL 180 ML,6,DA,2024-10-07 16:12:06,6.0,True,Tablet,PharmaCorp,Asia,Antifungal
DABUR AMLA HAIR OIL 180 ML,6,DA,2024-10-07 16:12:06,5.0,True,Ointment,CureWell,Asia,Antifungal
DABUR AMLA HAIR OIL 180 ML,6,DA,2024-10-07 16:12:06,1.0,True,Capsule,CureWell,Africa,Antiviral
DABUR AMLA HAIR OIL 180 ML,6,DA,2024-10-07 16:12:06,6.0,True,Injection,CureWell,Europe,Antibiotic
DABUR AMLA HAIR OIL 180 ML,6,DA,2024-10-07 16:12:06,1.0,True,Capsule,MediHealth,Africa,Antiviral
DABUR AMLA HAIR OIL 180 ML,6,DA,2024-10-07 16:12:06,1.0,True,Tablet,BioTech,Asia,Antifungal
DABUR AMLA HAIR OIL 180 ML,6,DA,2024-10-07 16:12:06,1.0,True,Injection,BioTech,Middle East,Painkiller
DABUR AMLA HAIR OIL 180 ML,6,DA,2024-10-07 16:12:06,1.0,True,Syrup,PharmaCorp,Middle East,Vitamin
DABUR AMLA HAIR OIL 180 ML,6,DA,2024-10-07 16:12:06,1.0,True,Syrup,MediHealth,Asia,Antibiotic
DABUR AMLA HAIR OIL 180 ML,5,DA,2024-10-07 16:12:06,6.0,True,Injection,MediHealth,North America,Antibiotic
DABUR AMLA HAIR OIL 180 ML,5,DA,2024-10-07 16:12:06,5.0,True,Ointment,CureWell,Middle East,Antibiotic
DABUR AMLA HAIR OIL 180 ML,5,DA,2024-10-07 16:12:06,1.0,True,Syrup,MedGen,North America,Antibiotic
DABUR AMLA HAIR OIL 180 ML,5,DA,2024-10-07 16:12:06,6.0,True,Injection,MediHealth,Europe,Antibiotic
DABUR AMLA HAIR OIL 180 ML,5,DA,2024-10-07 16:12:06,1.0,True,Capsule,MedGen,Africa,Antibiotic
DABUR AMLA HAIR OIL 180 ML,5,DA,2024-10-07 16:12:06,1.0,True,Tablet,MedGen,North America,Antifungal
DABUR AMLA HAIR OIL 180 ML,5,DA,2024-10-07 16:12:06,1.0,True,Syrup,BioTech,Asia,Antifungal
DABUR AMLA HAIR OIL 180 ML,5,DA,2024-10-07 16:12:06,1.0,True,Injection,MediHealth,Middle East,Antifungal
DABUR AMLA HAIR OIL 180 ML,5,DA,2024-10-07 16:12:06,1.0,True,Capsule,PharmaCorp,Africa,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:06,6.0,True,Injection,MediHealth,North America,Antiviral
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:06,5.0,True,Injection,MediHealth,Africa,Vitamin
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:06,1.0,True,Syrup,MedGen,Asia,Vitamin
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:06,6.0,True,Ointment,BioTech,Africa,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:06,1.0,True,Tablet,MediHealth,North America,Painkiller
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:06,1.0,True,Syrup,PharmaCorp,North America,Painkiller
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:06,1.0,True,Capsule,BioTech,North America,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:06,1.0,True,Ointment,MediHealth,Asia,Vitamin
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:06,1.0,True,Tablet,BioTech,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML,7,DA,2024-10-07 16:12:06,6.0,True,Injection,BioTech,North America,Antiviral
DABUR AMLA HAIR OIL 180 ML,7,DA,2024-10-07 16:12:06,5.0,True,Ointment,MedGen,North America,Antifungal
DABUR AMLA HAIR OIL 180 ML,7,DA,2024-10-07 16:12:06,1.0,True,Injection,CureWell,North America,Antiviral
DABUR AMLA HAIR OIL 180 ML,7,DA,2024-10-07 16:12:06,6.0,True,Capsule,PharmaCorp,North America,Painkiller
DABUR AMLA HAIR OIL 180 ML,7,DA,2024-10-07 16:12:06,1.0,True,Capsule,MediHealth,Africa,Vitamin
DABUR AMLA HAIR OIL 180 ML,7,DA,2024-10-07 16:12:06,1.0,True,Injection,MedGen,North America,Painkiller
DABUR AMLA HAIR OIL 180 ML,7,DA,2024-10-07 16:12:06,1.0,True,Ointment,MediHealth,Africa,Antiviral
DABUR AMLA HAIR OIL 180 ML,7,DA,2024-10-07 16:12:06,1.0,True,Syrup,CureWell,Asia,Antifungal
DABUR AMLA HAIR OIL 180 ML,7,DA,2024-10-07 16:12:06,1.0,True,Syrup,BioTech,Europe,Vitamin
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,6.0,True,Injection,PharmaCorp,Africa,Antiviral
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,5.0,True,Tablet,CureWell,North America,Painkiller
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,PharmaCorp,Asia,Painkiller
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,6.0,True,Capsule,CureWell,Asia,Antifungal
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,MedGen,North America,Antiviral
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Syrup,MediHealth,Europe,Vitamin
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,MediHealth,Middle East,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Syrup,PharmaCorp,Asia,Antiviral
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Syrup,BioTech,Europe,Antiviral
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,6.0,True,Injection,MediHealth,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,5.0,True,Capsule,CureWell,Africa,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Injection,BioTech,Africa,Antiviral
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,6.0,True,Tablet,CureWell,North America,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Tablet,MedGen,Europe,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Syrup,MediHealth,Middle East,Painkiller
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Injection,MediHealth,Europe,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Tablet,BioTech,Middle East,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,MediHealth,Africa,Vitamin
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,6.0,True,Tablet,BioTech,Europe,Vitamin
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,5.0,True,Capsule,MedGen,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,BioTech,Europe,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,6.0,True,Ointment,BioTech,Middle East,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,MediHealth,Europe,Vitamin
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,BioTech,Europe,Painkiller
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,MedGen,Africa,Antiviral
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,MediHealth,Asia,Antiviral
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Injection,BioTech,Africa,Antiviral
DABUR AMLA HAIR OIL 180 ML,2,DA,2024-10-07 16:12:07,6.0,True,Capsule,BioTech,Europe,Vitamin
DABUR AMLA HAIR OIL 180 ML,2,DA,2024-10-07 16:12:07,5.0,True,Injection,BioTech,Africa,Painkiller
DABUR AMLA HAIR OIL 180 ML,2,DA,2024-10-07 16:12:07,1.0,True,Ointment,BioTech,Middle East,Painkiller
DABUR AMLA HAIR OIL 180 ML,2,DA,2024-10-07 16:12:07,6.0,True,Injection,CureWell,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML,2,DA,2024-10-07 16:12:07,1.0,True,Tablet,CureWell,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML,2,DA,2024-10-07 16:12:07,1.0,True,Ointment,CureWell,Europe,Antibiotic
DABUR AMLA HAIR OIL 180 ML,2,DA,2024-10-07 16:12:07,1.0,True,Injection,BioTech,Asia,Antibiotic
DABUR AMLA HAIR OIL 180 ML,2,DA,2024-10-07 16:12:07,1.0,True,Injection,MedGen,Middle East,Painkiller
DABUR AMLA HAIR OIL 180 ML,2,DA,2024-10-07 16:12:07,1.0,True,Tablet,PharmaCorp,Africa,Antifungal
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,6.0,True,Ointment,MedGen,Asia,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,5.0,True,Tablet,CureWell,Africa,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Syrup,BioTech,Europe,Antibiotic
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,6.0,True,Ointment,MedGen,Europe,Antiviral
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,MediHealth,North America,Painkiller
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,PharmaCorp,Middle East,Vitamin
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Tablet,MediHealth,Africa,Painkiller
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,MedGen,Africa,Painkiller
DABUR AMLA HAIR OIL 180 ML,1,DA,2024-10-07 16:12:07,1.0,True,Tablet,MediHealth,Europe,Painkiller
DABUR AMLA HAIR OIL 180 ML DONE,1,DA,2024-10-07 16:12:07,1.0,True,Injection,MedGen,Asia,Antifungal
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,4.0,True,Capsule,MedGen,Africa,Painkiller
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,6.0,True,Ointment,MedGen,Europe,Painkiller
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,1.0,True,Injection,MedGen,Asia,Painkiller
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,1.0,True,Ointment,CureWell,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,1.0,True,Tablet,BioTech,Middle East,Antifungal
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,3.0,True,Ointment,MediHealth,North America,Vitamin
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,1.0,True,Capsule,PharmaCorp,Asia,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,6,DA,2024-10-07 16:12:07,4.0,True,Capsule,MediHealth,Asia,Vitamin
DABUR AMLA HAIR OIL 180 ML GOLD,6,DA,2024-10-07 16:12:07,6.0,True,Injection,MedGen,Asia,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,6,DA,2024-10-07 16:12:07,1.0,True,Tablet,CureWell,Africa,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,6,DA,2024-10-07 16:12:07,1.0,True,Tablet,BioTech,Asia,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,6,DA,2024-10-07 16:12:07,1.0,True,Ointment,PharmaCorp,North America,Painkiller
DABUR AMLA HAIR OIL 180 ML GOLD,6,DA,2024-10-07 16:12:07,3.0,True,Capsule,MedGen,Europe,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,6,DA,2024-10-07 16:12:07,1.0,True,Ointment,MediHealth,Europe,Antifungal
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,4.0,True,Tablet,CureWell,Africa,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,6.0,True,Tablet,MediHealth,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,CureWell,Africa,Antifungal
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Injection,BioTech,North America,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,PharmaCorp,Africa,Antifungal
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,3.0,True,Tablet,CureWell,Asia,Antifungal
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Injection,BioTech,North America,Antiviral
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,4.0,True,Ointment,MediHealth,North America,Antiviral
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,6.0,True,Tablet,BioTech,Africa,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,PharmaCorp,North America,Antiviral
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,MedGen,North America,Antifungal
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Tablet,MedGen,North America,Antifungal
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,3.0,True,Syrup,MediHealth,Asia,Antifungal
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,BioTech,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,4.0,True,Capsule,MediHealth,Europe,Painkiller
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,6.0,True,Capsule,BioTech,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,PharmaCorp,Middle East,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,BioTech,North America,Painkiller
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Syrup,BioTech,Europe,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,3.0,True,Ointment,PharmaCorp,Europe,Painkiller
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Tablet,CureWell,Middle East,Vitamin
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,4.0,True,Capsule,MediHealth,North America,Antiviral
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,6.0,True,Ointment,MediHealth,Asia,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,1.0,True,Tablet,CureWell,Asia,Vitamin
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,1.0,True,Ointment,MediHealth,North America,Antiviral
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,1.0,True,Tablet,CureWell,Asia,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,3.0,True,Syrup,PharmaCorp,Asia,Vitamin
DABUR AMLA HAIR OIL 180 ML GOLD,4,DA,2024-10-07 16:12:07,1.0,True,Syrup,MediHealth,North America,Vitamin
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,4.0,True,Injection,BioTech,Africa,Painkiller
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,6.0,True,Tablet,MedGen,Middle East,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Syrup,MediHealth,Middle East,Antibiotic
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,MedGen,North America,Painkiller
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,MedGen,Asia,Vitamin
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,3.0,True,Tablet,MedGen,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML GOLD,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,BioTech,Asia,Antifungal
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,1.0,True,Syrup,BioTech,North America,Antifungal
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,4.0,True,Capsule,BioTech,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,2.0,True,Tablet,PharmaCorp,Middle East,Painkiller
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,MediHealth,Middle East,Antiviral
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,3.0,True,Injection,PharmaCorp,Europe,Vitamin
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,2.0,True,Syrup,PharmaCorp,Europe,Vitamin
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,1.0,True,Ointment,PharmaCorp,North America,Antiviral
DABUR AMLA HAIR OIL 180 ML JASMINE,4,DA,2024-10-07 16:12:07,1.0,True,Injection,MedGen,Africa,Antifungal
DABUR AMLA HAIR OIL 180 ML JASMINE,4,DA,2024-10-07 16:12:07,4.0,True,Ointment,CureWell,Middle East,Antifungal
DABUR AMLA HAIR OIL 180 ML JASMINE,4,DA,2024-10-07 16:12:07,2.0,True,Tablet,BioTech,Middle East,Vitamin
DABUR AMLA HAIR OIL 180 ML JASMINE,4,DA,2024-10-07 16:12:07,1.0,True,Syrup,PharmaCorp,Asia,Antiviral
DABUR AMLA HAIR OIL 180 ML JASMINE,4,DA,2024-10-07 16:12:07,3.0,True,Injection,PharmaCorp,Europe,Antifungal
DABUR AMLA HAIR OIL 180 ML JASMINE,4,DA,2024-10-07 16:12:07,2.0,True,Ointment,CureWell,Europe,Antibiotic
DABUR AMLA HAIR OIL 180 ML JASMINE,4,DA,2024-10-07 16:12:07,1.0,True,Tablet,MediHealth,Asia,Vitamin
DABUR AMLA HAIR OIL 180 ML JASMINE,2,DA,2024-10-07 16:12:07,1.0,True,Injection,CureWell,Asia,Antifungal
DABUR AMLA HAIR OIL 180 ML JASMINE,2,DA,2024-10-07 16:12:07,4.0,True,Capsule,MediHealth,Europe,Painkiller
DABUR AMLA HAIR OIL 180 ML JASMINE,2,DA,2024-10-07 16:12:07,2.0,True,Tablet,MedGen,Asia,Vitamin
DABUR AMLA HAIR OIL 180 ML JASMINE,2,DA,2024-10-07 16:12:07,1.0,True,Ointment,BioTech,Africa,Antiviral
DABUR AMLA HAIR OIL 180 ML JASMINE,2,DA,2024-10-07 16:12:07,3.0,True,Ointment,MedGen,Europe,Vitamin
DABUR AMLA HAIR OIL 180 ML JASMINE,2,DA,2024-10-07 16:12:07,2.0,True,Injection,MedGen,North America,Painkiller
DABUR AMLA HAIR OIL 180 ML JASMINE,2,DA,2024-10-07 16:12:07,1.0,True,Capsule,MediHealth,Europe,Antibiotic
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,1.0,True,Tablet,MediHealth,Europe,Vitamin
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,4.0,True,Ointment,MedGen,Europe,Antiviral
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,2.0,True,Tablet,BioTech,Asia,Vitamin
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,1.0,True,Capsule,PharmaCorp,Asia,Antibiotic
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,3.0,True,Capsule,BioTech,Africa,Painkiller
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,2.0,True,Ointment,CureWell,Asia,Painkiller
DABUR AMLA HAIR OIL 180 ML JASMINE,1,DA,2024-10-07 16:12:07,1.0,True,Tablet,BioTech,Asia,Vitamin
DABUR AMLA HAIR OIL 180 ML JASMINE,3,DA,2024-10-07 16:12:07,1.0,True,Ointment,MedGen,Africa,Antibiotic
DABUR AMLA HAIR OIL 180 ML JASMINE,3,DA,2024-10-07 16:12:07,4.0,True,Capsule,PharmaCorp,Middle East,Vitamin
DABUR AMLA HAIR OIL 180 ML JASMINE,3,DA,2024-10-07 16:12:07,2.0,True,Syrup,MedGen,Middle East,Painkiller
